=== environment-table14.xlsx ===
Cell A1 | value='June 2008 Agricultural and Horticultural Survey - England' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell F64 | value='10964.2992' | fill=46 | rows=[63] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G64 | value='2.13736159398125' | fill=46 | rows=[63] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H64 | value='114146.6743' | fill=46 | rows=[63] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I64 | value='116965.7514' | fill=46 | rows=[63] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J64 | value='2.46969709567789' | fill=46 | rows=[63] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K64 | value='3456.7503' | fill=46 | rows=[63] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L64 | value='3469.4007' | fill=46 | rows=[63] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M64 | value='0.365962216015429' | fill=46 | rows=[63] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N64 | value='6939.9969' | fill=46 | rows=[63] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O64 | value='6997.79' | fill=46 | rows=[63] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P64 | value='0.832753974284914' | fill=46 | rows=[63] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q64 | value='124543.4215' | fill=46 | rows=[63] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R64 | value='127432.9421' | fill=46 | rows=[63] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S64 | value='2.32009090901682' | fill=46 | rows=[63] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T64 | value='142917.2436' | fill=46 | rows=[63] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U64 | value='141194.4283' | fill=46 | rows=[63] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V64 | value='-1.2054635652097' | fill=46 | rows=[63] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W64 | value='267460.6651' | fill=46 | rows=[63] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X64 | value='268627.3653' | fill=46 | rows=[63] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y64 | value='0.436213751118808' | fill=46 | rows=[63] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z64 | value='12803.038' | fill=52 | rows=[63] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA64 | value='11849.77' | fill=52 | rows=[63] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB64 | value='-7.44563907410101' | fill=52 | rows=[63] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC64 | value='490255.782' | fill=52 | rows=[63] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD64 | value='333089.029' | fill=52 | rows=[63] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE64 | value='-32.0581130851405' | fill=52 | rows=[63] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF64 | value='503058.82' | fill=52 | rows=[63] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG64 | value='344938.799' | fill=52 | rows=[63] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH64 | value='-31.4317162752459' | fill=52 | rows=[63] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI64 | value='59111.611' | fill=52 | rows=[63] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ64 | value='67524.438' | fill=52 | rows=[63] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK64 | value='14.2321057702183' | fill=52 | rows=[63] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL64 | value='565.483' | fill=52 | rows=[63] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM64 | value='737.295' | fill=52 | rows=[63] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN64 | value='30.3832299114209' | fill=52 | rows=[63] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO64 | value='5963.321' | fill=52 | rows=[63] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP64 | value='2872.736' | fill=52 | rows=[63] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ64 | value='-51.8265744876051' | fill=52 | rows=[63] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR64 | value='65640.415' | fill=52 | rows=[63] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS64 | value='71134.469' | fill=52 | rows=[63] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT64 | value='8.36992575382103' | fill=52 | rows=[63] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU64 | value='336046.042' | fill=52 | rows=[63] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV64 | value='478775.601' | fill=52 | rows=[63] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW64 | value='42.4732153220838' | fill=52 | rows=[63] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX64 | value='904745.277' | fill=52 | rows=[63] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY64 | value='894848.869' | fill=52 | rows=[63] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ64 | value='-1.09383361832129' | fill=52 | rows=[63] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA64 | value='5049.75' | fill=52 | rows=[63] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB64 | value='5081.821' | fill=52 | rows=[63] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC64 | value='0.635100747561759' | fill=52 | rows=[63] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD64 | value='1054.135' | fill=52 | rows=[63] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE64 | value='1141.567' | fill=52 | rows=[63] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF64 | value='8.2941938176799' | fill=52 | rows=[63] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG64 | value='31348.197' | fill=52 | rows=[63] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH64 | value='58973.043' | fill=52 | rows=[63] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI64 | value='88.1225992040308' | fill=52 | rows=[63] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ64 | value='10137.152' | fill=52 | rows=[63] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK64 | value='26877.521' | fill=52 | rows=[63] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL64 | value='165.138778623424' | fill=52 | rows=[63] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM64 | value='952334.506' | fill=52 | rows=[63] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN64 | value='986922.805' | fill=52 | rows=[63] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO64 | value='3.63194852040781' | fill=52 | rows=[63] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell A65 | value='BIRMINGHAM' | fill=00000000 | rows=[64] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B65 | value='#' | fill=46 | rows=[64] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C65 | value='#' | fill=46 | rows=[64] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D65 | value='-' | fill=46 | rows=[64] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E65 | value='#' | fill=46 | rows=[64] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F65 | value='#' | fill=46 | rows=[64] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G65 | value='-' | fill=46 | rows=[64] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H65 | value='#' | fill=46 | rows=[64] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I65 | value='#' | fill=46 | rows=[64] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J65 | value='-' | fill=46 | rows=[64] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K65 | value='#' | fill=46 | rows=[64] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L65 | value='#' | fill=46 | rows=[64] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M65 | value='-' | fill=46 | rows=[64] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N65 | value='#' | fill=46 | rows=[64] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O65 | value='#' | fill=46 | rows=[64] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P65 | value='-' | fill=46 | rows=[64] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q65 | value='#' | fill=46 | rows=[64] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R65 | value='#' | fill=46 | rows=[64] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S65 | value='-' | fill=46 | rows=[64] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T65 | value='#' | fill=46 | rows=[64] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U65 | value='#' | fill=46 | rows=[64] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V65 | value='-' | fill=46 | rows=[64] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W65 | value='#' | fill=46 | rows=[64] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X65 | value='#' | fill=46 | rows=[64] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y65 | value='-' | fill=46 | rows=[64] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z65 | value='#' | fill=52 | rows=[64] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA65 | value='#' | fill=52 | rows=[64] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB65 | value='-' | fill=52 | rows=[64] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC65 | value='#' | fill=52 | rows=[64] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD65 | value='#' | fill=52 | rows=[64] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE65 | value='-' | fill=52 | rows=[64] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF65 | value='#' | fill=52 | rows=[64] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG65 | value='3358.59' | fill=52 | rows=[64] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH65 | value='-' | fill=52 | rows=[64] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI65 | value='#' | fill=52 | rows=[64] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ65 | value='#' | fill=52 | rows=[64] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK65 | value='-' | fill=52 | rows=[64] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL65 | value='0' | fill=52 | rows=[64] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM65 | value='0' | fill=52 | rows=[64] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN65 | value='-' | fill=52 | rows=[64] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO65 | value='#' | fill=52 | rows=[64] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP65 | value='#' | fill=52 | rows=[64] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ65 | value='-' | fill=52 | rows=[64] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR65 | value='#' | fill=52 | rows=[64] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS65 | value='#' | fill=52 | rows=[64] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT65 | value='-' | fill=52 | rows=[64] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU65 | value='0' | fill=52 | rows=[64] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV65 | value='0' | fill=52 | rows=[64] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW65 | value='-' | fill=52 | rows=[64] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX65 | value='#' | fill=52 | rows=[64] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY65 | value='#' | fill=52 | rows=[64] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ65 | value='-' | fill=52 | rows=[64] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA65 | value='#' | fill=52 | rows=[64] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB65 | value='8.626' | fill=52 | rows=[64] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC65 | value='-' | fill=52 | rows=[64] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD65 | value='#' | fill=52 | rows=[64] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE65 | value='#' | fill=52 | rows=[64] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF65 | value='-' | fill=52 | rows=[64] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG65 | value='#' | fill=52 | rows=[64] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH65 | value='#' | fill=52 | rows=[64] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI65 | value='-' | fill=52 | rows=[64] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ65 | value='#' | fill=52 | rows=[64] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK65 | value='#' | fill=52 | rows=[64] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL65 | value='-' | fill=52 | rows=[64] | cols=[63] | col_header=False | row_header=False | metadata=False
