=== economy-table30.xlsx ===
Cell A1 | value='Column1' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell E328 | value='545120.1' | fill=00000000 | rows=[327] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A329 | value='Kenmore Shoes Private Limited' | fill=FFAAAAAA | rows=[328] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B329 | value='80026' | fill=00000000 | rows=[328] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E329 | value='80026' | fill=00000000 | rows=[328] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A330 | value='India' | fill=FFAAAAAA | rows=[329] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B330 | value='80026' | fill=00000000 | rows=[329] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E330 | value='80026' | fill=00000000 | rows=[329] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A331 | value='DIECUT' | fill=FFAAAAAA | rows=[330] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B331 | value='62372' | fill=00000000 | rows=[330] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E331 | value='62372' | fill=00000000 | rows=[330] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A332 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[331] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B332 | value='17654' | fill=00000000 | rows=[331] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E332 | value='17654' | fill=00000000 | rows=[331] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A333 | value='Lotus Footwear Enterprises Limited (India Branch) - Unit 1' | fill=FFAAAAAA | rows=[332] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B333 | value='12534069.3485' | fill=00000000 | rows=[332] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E333 | value='12534069.3485' | fill=00000000 | rows=[332] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A334 | value='India' | fill=FFAAAAAA | rows=[333] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B334 | value='12534069.3485' | fill=00000000 | rows=[333] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E334 | value='12534069.3485' | fill=00000000 | rows=[333] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A335 | value='Covered Flat Sheet' | fill=FFAAAAAA | rows=[334] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B335 | value='418767.2145' | fill=00000000 | rows=[334] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E335 | value='418767.2145' | fill=00000000 | rows=[334] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A336 | value='DIECUT' | fill=FFAAAAAA | rows=[335] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B336 | value='1388.67' | fill=00000000 | rows=[335] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E336 | value='1388.67' | fill=00000000 | rows=[335] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A337 | value='Die Cut' | fill=FFAAAAAA | rows=[336] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B337 | value='12113913.464' | fill=00000000 | rows=[336] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E337 | value='12113913.464' | fill=00000000 | rows=[336] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A338 | value='Lotus Footwear Enterprises Limited (India Branch) - Unit 2' | fill=FFAAAAAA | rows=[337] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B338 | value='1165244.6' | fill=00000000 | rows=[337] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E338 | value='1165244.6' | fill=00000000 | rows=[337] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A339 | value='India' | fill=FFAAAAAA | rows=[338] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B339 | value='1165244.6' | fill=00000000 | rows=[338] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E339 | value='1165244.6' | fill=00000000 | rows=[338] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A340 | value='Die Cut' | fill=FFAAAAAA | rows=[339] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B340 | value='1165244.6' | fill=00000000 | rows=[339] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E340 | value='1165244.6' | fill=00000000 | rows=[339] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A341 | value='Maxking (India) Footwear Private Limited' | fill=FFAAAAAA | rows=[340] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B341 | value='4438181.7' | fill=00000000 | rows=[340] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E341 | value='4438181.7' | fill=00000000 | rows=[340] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A342 | value='India' | fill=FFAAAAAA | rows=[341] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B342 | value='4438181.7' | fill=00000000 | rows=[341] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E342 | value='4438181.7' | fill=00000000 | rows=[341] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A343 | value='DIECUT' | fill=FFAAAAAA | rows=[342] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B343 | value='4181878' | fill=00000000 | rows=[342] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E343 | value='4181878' | fill=00000000 | rows=[342] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A344 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[343] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B344 | value='256303.7' | fill=00000000 | rows=[343] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E344 | value='256303.7' | fill=00000000 | rows=[343] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A345 | value='Mochiko Shoes Private Limited1' | fill=FFAAAAAA | rows=[344] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B345 | value='2369717.5' | fill=00000000 | rows=[344] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E345 | value='2369717.5' | fill=00000000 | rows=[344] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A346 | value='India' | fill=FFAAAAAA | rows=[345] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B346 | value='2369717.5' | fill=00000000 | rows=[345] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E346 | value='2369717.5' | fill=00000000 | rows=[345] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A347 | value='Covered Flat Sheet' | fill=FFAAAAAA | rows=[346] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B347 | value='39116' | fill=00000000 | rows=[346] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E347 | value='39116' | fill=00000000 | rows=[346] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A348 | value='DIECUT' | fill=FFAAAAAA | rows=[347] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B348 | value='2330601.5' | fill=00000000 | rows=[347] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E348 | value='2330601.5' | fill=00000000 | rows=[347] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A349 | value='Mosons Enterprises' | fill=FFAAAAAA | rows=[348] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B349 | value='28500' | fill=00000000 | rows=[348] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E349 | value='28500' | fill=00000000 | rows=[348] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A350 | value='India' | fill=FFAAAAAA | rows=[349] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B350 | value='28500' | fill=00000000 | rows=[349] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E350 | value='28500' | fill=00000000 | rows=[349] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A351 | value='INSOLE' | fill=FFAAAAAA | rows=[350] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B351 | value='28500' | fill=00000000 | rows=[350] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E351 | value='28500' | fill=00000000 | rows=[350] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A352 | value='N M Zackriah LLP' | fill=FFAAAAAA | rows=[351] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B352 | value='585200.86' | fill=00000000 | rows=[351] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E352 | value='585200.86' | fill=00000000 | rows=[351] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A353 | value='India' | fill=FFAAAAAA | rows=[352] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B353 | value='585200.86' | fill=00000000 | rows=[352] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E353 | value='585200.86' | fill=00000000 | rows=[352] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A354 | value='DIECUT' | fill=FFAAAAAA | rows=[353] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B354 | value='3699.85' | fill=00000000 | rows=[353] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E354 | value='3699.85' | fill=00000000 | rows=[353] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A355 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[354] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B355 | value='581501.01' | fill=00000000 | rows=[354] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E355 | value='581501.01' | fill=00000000 | rows=[354] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A356 | value='N.M.Hashim & Co' | fill=FFAAAAAA | rows=[355] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B356 | value='221990' | fill=00000000 | rows=[355] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E356 | value='221990' | fill=00000000 | rows=[355] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A357 | value='India' | fill=FFAAAAAA | rows=[356] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B357 | value='221990' | fill=00000000 | rows=[356] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E357 | value='221990' | fill=00000000 | rows=[356] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A358 | value='Die Cut' | fill=FFAAAAAA | rows=[357] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B358 | value='216000' | fill=00000000 | rows=[357] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E358 | value='216000' | fill=00000000 | rows=[357] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A359 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[358] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B359 | value='5990' | fill=00000000 | rows=[358] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E359 | value='5990' | fill=00000000 | rows=[358] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A360 | value='OPL INTERNATIONAL' | fill=FFAAAAAA | rows=[359] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B360 | value='126140' | fill=00000000 | rows=[359] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E360 | value='126140' | fill=00000000 | rows=[359] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A361 | value='India' | fill=FFAAAAAA | rows=[360] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B361 | value='126140' | fill=00000000 | rows=[360] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E361 | value='126140' | fill=00000000 | rows=[360] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A362 | value='Die Cut' | fill=FFAAAAAA | rows=[361] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B362 | value='126140' | fill=00000000 | rows=[361] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E362 | value='126140' | fill=00000000 | rows=[361] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A363 | value='P A Footwear Private Limited' | fill=FFAAAAAA | rows=[362] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B363 | value='1098137.03' | fill=00000000 | rows=[362] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E363 | value='1098137.03' | fill=00000000 | rows=[362] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A364 | value='India' | fill=FFAAAAAA | rows=[363] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B364 | value='1098137.03' | fill=00000000 | rows=[363] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E364 | value='1098137.03' | fill=00000000 | rows=[363] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A365 | value='DIECUT' | fill=FFAAAAAA | rows=[364] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B365 | value='518580' | fill=00000000 | rows=[364] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E365 | value='518580' | fill=00000000 | rows=[364] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A366 | value='Tag' | fill=FFAAAAAA | rows=[365] | cols=[0] | col_header=False | row_header=False | metadata=False
