=== education-table13.xlsx ===
Cell A1 | value='Community Learning Participation by Narrow Age Band, Gender, Learners with Learning Difficulties and/ or Disabilities and Ethnicity (2015/16 to 2018/19)' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell X39 | value='3870' | fill=00000000 | rows=[38] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y39 | value='0.088' | fill=00000000 | rows=[38] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z39 | value='3600' | fill=00000000 | rows=[38] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA39 | value='0.081' | fill=00000000 | rows=[38] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB39 | value='2390' | fill=9 | rows=[38] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC39 | value='0.061' | fill=00000000 | rows=[38] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD39 | value='2310' | fill=9 | rows=[38] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE39 | value='0.071' | fill=00000000 | rows=[38] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF39 | value='1900' | fill=00000000 | rows=[38] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG39 | value='0.068' | fill=00000000 | rows=[38] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH39 | value='1630' | fill=00000000 | rows=[38] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI39 | value='0.063' | fill=00000000 | rows=[38] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ39 | value='2680' | fill=9 | rows=[38] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK39 | value='0.048' | fill=00000000 | rows=[38] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL39 | value='2630' | fill=9 | rows=[38] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM39 | value='0.052' | fill=00000000 | rows=[38] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN39 | value='2030' | fill=00000000 | rows=[38] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO39 | value='0.044' | fill=00000000 | rows=[38] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP39 | value='2100' | fill=00000000 | rows=[38] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ39 | value='0.046' | fill=00000000 | rows=[38] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell B40 | value='Mixed/ Multiple Ethnic Group' | fill=00000000 | rows=[39] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C41 | value='White and Asian' | fill=00000000 | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D41 | value='2410' | fill=00000000 | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E41 | value='*' | fill=00000000 | rows=[40] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F41 | value='2470' | fill=9 | rows=[40] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G41 | value='*' | fill=00000000 | rows=[40] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H41 | value='2480' | fill=9 | rows=[40] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I41 | value='0.005' | fill=00000000 | rows=[40] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J41 | value='2620' | fill=9 | rows=[40] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K41 | value='0.005' | fill=00000000 | rows=[40] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L41 | value='1700' | fill=9 | rows=[40] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M41 | value='*' | fill=00000000 | rows=[40] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N41 | value='1800' | fill=9 | rows=[40] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O41 | value='*' | fill=00000000 | rows=[40] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P41 | value='1930' | fill=9 | rows=[40] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q41 | value='0.005' | fill=00000000 | rows=[40] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R41 | value='2000' | fill=9 | rows=[40] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S41 | value='0.005' | fill=00000000 | rows=[40] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T41 | value='250' | fill=9 | rows=[40] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U41 | value='*' | fill=00000000 | rows=[40] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V41 | value='270' | fill=9 | rows=[40] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W41 | value='0.006' | fill=00000000 | rows=[40] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X41 | value='210' | fill=9 | rows=[40] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y41 | value='*' | fill=00000000 | rows=[40] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z41 | value='240' | fill=9 | rows=[40] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA41 | value='0.005' | fill=00000000 | rows=[40] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB41 | value='230' | fill=9 | rows=[40] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC41 | value='0.006' | fill=00000000 | rows=[40] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD41 | value='230' | fill=9 | rows=[40] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE41 | value='0.007' | fill=00000000 | rows=[40] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF41 | value='190' | fill=9 | rows=[40] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG41 | value='0.007' | fill=00000000 | rows=[40] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH41 | value='190' | fill=9 | rows=[40] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI41 | value='0.008' | fill=00000000 | rows=[40] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ41 | value='320' | fill=9 | rows=[40] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK41 | value='0.006' | fill=00000000 | rows=[40] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL41 | value='250' | fill=9 | rows=[40] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM41 | value='*' | fill=00000000 | rows=[40] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN41 | value='230' | fill=9 | rows=[40] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO41 | value='0.005' | fill=00000000 | rows=[40] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP41 | value='280' | fill=9 | rows=[40] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ41 | value='0.006' | fill=00000000 | rows=[40] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C42 | value='White and Black African' | fill=00000000 | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D42 | value='2050' | fill=00000000 | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E42 | value='*' | fill=00000000 | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F42 | value='1910' | fill=9 | rows=[41] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G42 | value='*' | fill=00000000 | rows=[41] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H42 | value='1860' | fill=9 | rows=[41] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I42 | value='*' | fill=00000000 | rows=[41] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J42 | value='1830' | fill=9 | rows=[41] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K42 | value='*' | fill=00000000 | rows=[41] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L42 | value='1380' | fill=9 | rows=[41] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M42 | value='*' | fill=00000000 | rows=[41] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N42 | value='1360' | fill=9 | rows=[41] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O42 | value='*' | fill=00000000 | rows=[41] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P42 | value='1380' | fill=9 | rows=[41] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q42 | value='*' | fill=00000000 | rows=[41] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R42 | value='1390' | fill=9 | rows=[41] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S42 | value='*' | fill=00000000 | rows=[41] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T42 | value='340' | fill=9 | rows=[41] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U42 | value='0.006' | fill=00000000 | rows=[41] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V42 | value='240' | fill=9 | rows=[41] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W42 | value='*' | fill=00000000 | rows=[41] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X42 | value='260' | fill=9 | rows=[41] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y42 | value='0.006' | fill=00000000 | rows=[41] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z42 | value='220' | fill=9 | rows=[41] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA42 | value='*' | fill=00000000 | rows=[41] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB42 | value='220' | fill=9 | rows=[41] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC42 | value='0.006' | fill=00000000 | rows=[41] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD42 | value='190' | fill=9 | rows=[41] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE42 | value='0.006' | fill=00000000 | rows=[41] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF42 | value='130' | fill=9 | rows=[41] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG42 | value='*' | fill=00000000 | rows=[41] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH42 | value='140' | fill=9 | rows=[41] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI42 | value='0.005' | fill=00000000 | rows=[41] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ42 | value='200' | fill=9 | rows=[41] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK42 | value='*' | fill=00000000 | rows=[41] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL42 | value='190' | fill=9 | rows=[41] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM42 | value='*' | fill=00000000 | rows=[41] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN42 | value='150' | fill=9 | rows=[41] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO42 | value='*' | fill=00000000 | rows=[41] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP42 | value='150' | fill=9 | rows=[41] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ42 | value='*' | fill=00000000 | rows=[41] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C43 | value='White and Black Caribbean' | fill=00000000 | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D43 | value='2950' | fill=00000000 | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E43 | value='0.005' | fill=00000000 | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F43 | value='3040' | fill=9 | rows=[42] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G43 | value='0.006' | fill=00000000 | rows=[42] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H43 | value='2950' | fill=9 | rows=[42] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I43 | value='0.006' | fill=00000000 | rows=[42] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J43 | value='2880' | fill=9 | rows=[42] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K43 | value='0.006' | fill=00000000 | rows=[42] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L43 | value='2030' | fill=9 | rows=[42] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M43 | value='*' | fill=00000000 | rows=[42] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N43 | value='2200' | fill=9 | rows=[42] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O43 | value='0.006' | fill=00000000 | rows=[42] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P43 | value='2160' | fill=9 | rows=[42] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q43 | value='0.006' | fill=00000000 | rows=[42] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R43 | value='2120' | fill=9 | rows=[42] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S43 | value='0.006' | fill=00000000 | rows=[42] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T43 | value='420' | fill=9 | rows=[42] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U43 | value='0.008' | fill=00000000 | rows=[42] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V43 | value='380' | fill=9 | rows=[42] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W43 | value='0.008' | fill=00000000 | rows=[42] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X43 | value='400' | fill=9 | rows=[42] | cols=[23] | col_header=False | row_header=False | metadata=False
