=== employment-table11.xlsx ===
Cell A1 | value='HOUSEHOLD DATA
ANNUAL AVERAGES
11. Employed persons by detailed occupation, sex, race, and Hispanic or Latino ethnicity' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6] | col_header=True | row_header=True | metadata=True
Cell E282 | value='22.3' | fill=00000000 | rows=[281] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F282 | value='3.2' | fill=00000000 | rows=[281] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G282 | value='16.1' | fill=00000000 | rows=[281] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A283 | value='First-line supervisors of correctional officers' | fill=00000000 | rows=[282] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B283 | value='61' | fill=00000000 | rows=[282] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C283 | value='35.9' | fill=00000000 | rows=[282] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D283 | value='76.4' | fill=00000000 | rows=[282] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E283 | value='21' | fill=00000000 | rows=[282] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F283 | value='1.2' | fill=00000000 | rows=[282] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G283 | value='19.6' | fill=00000000 | rows=[282] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A284 | value='First-line supervisors of police and detectives' | fill=00000000 | rows=[283] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B284 | value='103' | fill=00000000 | rows=[283] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C284 | value='10.5' | fill=00000000 | rows=[283] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D284 | value='86.4' | fill=00000000 | rows=[283] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E284 | value='12' | fill=00000000 | rows=[283] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F284 | value='0.3' | fill=00000000 | rows=[283] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G284 | value='10.7' | fill=00000000 | rows=[283] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A285 | value='First-line supervisors of firefighting and prevention workers' | fill=00000000 | rows=[284] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B285 | value='50' | fill=00000000 | rows=[284] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C285 | value='6.1' | fill=00000000 | rows=[284] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D285 | value='89.1' | fill=00000000 | rows=[284] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E285 | value='5' | fill=00000000 | rows=[284] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F285 | value='3.9' | fill=00000000 | rows=[284] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G285 | value='4.8' | fill=00000000 | rows=[284] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A286 | value='First-line supervisors of security workers' | fill=00000000 | rows=[285] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B286 | value='71' | fill=00000000 | rows=[285] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C286 | value='22.5' | fill=00000000 | rows=[285] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D286 | value='61.1' | fill=00000000 | rows=[285] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E286 | value='31.6' | fill=00000000 | rows=[285] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F286 | value='2.9' | fill=00000000 | rows=[285] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G286 | value='12' | fill=00000000 | rows=[285] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A287 | value='First-line supervisors of protective service workers, all other' | fill=00000000 | rows=[286] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B287 | value='4' | fill=00000000 | rows=[286] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C287 | value='–' | fill=00000000 | rows=[286] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D287 | value='–' | fill=00000000 | rows=[286] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E287 | value='–' | fill=00000000 | rows=[286] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F287 | value='–' | fill=00000000 | rows=[286] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G287 | value='–' | fill=00000000 | rows=[286] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A288 | value='Firefighters' | fill=00000000 | rows=[287] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B288 | value='296' | fill=00000000 | rows=[287] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C288 | value='3.9' | fill=00000000 | rows=[287] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D288 | value='88' | fill=00000000 | rows=[287] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E288 | value='8' | fill=00000000 | rows=[287] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F288 | value='1.3' | fill=00000000 | rows=[287] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G288 | value='16.7' | fill=00000000 | rows=[287] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A289 | value='Fire inspectors' | fill=00000000 | rows=[288] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B289 | value='23' | fill=00000000 | rows=[288] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C289 | value='–' | fill=00000000 | rows=[288] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D289 | value='–' | fill=00000000 | rows=[288] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E289 | value='–' | fill=00000000 | rows=[288] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F289 | value='–' | fill=00000000 | rows=[288] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G289 | value='–' | fill=00000000 | rows=[288] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A290 | value='Bailiffs' | fill=00000000 | rows=[289] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B290 | value='17' | fill=00000000 | rows=[289] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C290 | value='–' | fill=00000000 | rows=[289] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D290 | value='–' | fill=00000000 | rows=[289] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E290 | value='–' | fill=00000000 | rows=[289] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F290 | value='–' | fill=00000000 | rows=[289] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G290 | value='–' | fill=00000000 | rows=[289] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A291 | value='Correctional officers and jailers' | fill=00000000 | rows=[290] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B291 | value='300' | fill=00000000 | rows=[290] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C291 | value='33.9' | fill=00000000 | rows=[290] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D291 | value='64.5' | fill=00000000 | rows=[290] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E291 | value='27.1' | fill=00000000 | rows=[290] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F291 | value='3.5' | fill=00000000 | rows=[290] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G291 | value='12.8' | fill=00000000 | rows=[290] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A292 | value='Detectives and criminal investigators' | fill=00000000 | rows=[291] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B292 | value='145' | fill=00000000 | rows=[291] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C292 | value='26.3' | fill=00000000 | rows=[291] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D292 | value='77.3' | fill=00000000 | rows=[291] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E292 | value='16.7' | fill=00000000 | rows=[291] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F292 | value='2.3' | fill=00000000 | rows=[291] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G292 | value='9.7' | fill=00000000 | rows=[291] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A293 | value='Fish and game wardens' | fill=00000000 | rows=[292] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B293 | value='6' | fill=00000000 | rows=[292] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C293 | value='–' | fill=00000000 | rows=[292] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D293 | value='–' | fill=00000000 | rows=[292] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E293 | value='–' | fill=00000000 | rows=[292] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F293 | value='–' | fill=00000000 | rows=[292] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G293 | value='–' | fill=00000000 | rows=[292] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A294 | value='Parking enforcement workers' | fill=00000000 | rows=[293] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B294 | value='7' | fill=00000000 | rows=[293] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C294 | value='–' | fill=00000000 | rows=[293] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D294 | value='–' | fill=00000000 | rows=[293] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E294 | value='–' | fill=00000000 | rows=[293] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F294 | value='–' | fill=00000000 | rows=[293] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G294 | value='–' | fill=00000000 | rows=[293] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A295 | value='Police officers' | fill=00000000 | rows=[294] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B295 | value='702' | fill=00000000 | rows=[294] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C295 | value='14.4' | fill=00000000 | rows=[294] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D295 | value='81.4' | fill=00000000 | rows=[294] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E295 | value='14.2' | fill=00000000 | rows=[294] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F295 | value='2.8' | fill=00000000 | rows=[294] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G295 | value='16.7' | fill=00000000 | rows=[294] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A296 | value='Animal control workers' | fill=00000000 | rows=[295] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B296 | value='10' | fill=00000000 | rows=[295] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C296 | value='–' | fill=00000000 | rows=[295] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D296 | value='–' | fill=00000000 | rows=[295] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E296 | value='–' | fill=00000000 | rows=[295] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F296 | value='–' | fill=00000000 | rows=[295] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G296 | value='–' | fill=00000000 | rows=[295] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A297 | value='Private detectives and investigators' | fill=00000000 | rows=[296] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B297 | value='123' | fill=00000000 | rows=[296] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C297 | value='43' | fill=00000000 | rows=[296] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D297 | value='73.5' | fill=00000000 | rows=[296] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E297 | value='19.2' | fill=00000000 | rows=[296] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F297 | value='3.1' | fill=00000000 | rows=[296] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G297 | value='10.4' | fill=00000000 | rows=[296] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A298 | value='Security guards and gambling surveillance officers' | fill=00000000 | rows=[297] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B298 | value='925' | fill=00000000 | rows=[297] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C298 | value='24.9' | fill=00000000 | rows=[297] | cols=[2] | col_header=False | row_header=False | metadata=False
