=== economy-table29.xlsx ===
Cell B1 | value='Fossil Fuel Support - China' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell D204 | value='Refining or processing stage' | fill=FFE2F2FB | rows=[203] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E204 | value='Coal' | fill=FFE2F2FB | rows=[203] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B205 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FFE2F2FB | rows=[204] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C205 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[204] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D205 | value='Refining or processing stage' | fill=FFE2F2FB | rows=[204] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E205 | value='·  Other Bituminous Coal' | fill=FFE2F2FB | rows=[204] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F205 | value='Total economy' | fill=FFE2F2FB | rows=[204] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B206 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FFE2F2FB | rows=[205] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C206 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[205] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D206 | value='Refining or processing stage' | fill=FFE2F2FB | rows=[205] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E206 | value='·  Other Bituminous Coal' | fill=FFE2F2FB | rows=[205] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F206 | value='·  General government' | fill=FFE2F2FB | rows=[205] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B207 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FFE2F2FB | rows=[206] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C207 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[206] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D207 | value='Refining or processing stage' | fill=FFE2F2FB | rows=[206] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E207 | value='·  Other Bituminous Coal' | fill=FFE2F2FB | rows=[206] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F207 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[206] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H207 | value='1102720347' | fill=00000000 | rows=[206] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I207 | value='485080502' | fill=00000000 | rows=[206] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J207 | value='1902295295' | fill=00000000 | rows=[206] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K207 | value='6873816603' | fill=00000000 | rows=[206] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L207 | value='11408497519' | fill=00000000 | rows=[206] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M207 | value='8847292974' | fill=00000000 | rows=[206] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N207 | value='8531256776' | fill=00000000 | rows=[206] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O207 | value='1751783810' | fill=00000000 | rows=[206] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P207 | value='1608790692' | fill=00000000 | rows=[206] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q207 | value='1600148832' | fill=00000000 | rows=[206] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R207 | value='1351351647' | fill=00000000 | rows=[206] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S207 | value='1395336526' | fill=00000000 | rows=[206] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T207 | value='3931756780' | fill=00000000 | rows=[206] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U207 | value='2030003138' | fill=00000000 | rows=[206] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B208 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FFE2F2FB | rows=[207] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C208 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[207] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D208 | value='Refining or processing stage' | fill=FFE2F2FB | rows=[207] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E208 | value='Petroleum' | fill=FFE2F2FB | rows=[207] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B209 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FFE2F2FB | rows=[208] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C209 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[208] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D209 | value='Refining or processing stage' | fill=FFE2F2FB | rows=[208] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E209 | value='·  Motor gasoline excl. biofuels' | fill=FFE2F2FB | rows=[208] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F209 | value='Total economy' | fill=FFE2F2FB | rows=[208] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B210 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FFE2F2FB | rows=[209] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C210 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[209] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D210 | value='Refining or processing stage' | fill=FFE2F2FB | rows=[209] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E210 | value='·  Motor gasoline excl. biofuels' | fill=FFE2F2FB | rows=[209] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F210 | value='·  General government' | fill=FFE2F2FB | rows=[209] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B211 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FFE2F2FB | rows=[210] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C211 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[210] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D211 | value='Refining or processing stage' | fill=FFE2F2FB | rows=[210] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E211 | value='·  Motor gasoline excl. biofuels' | fill=FFE2F2FB | rows=[210] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F211 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[210] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H211 | value='782866614' | fill=00000000 | rows=[210] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I211 | value='988764689' | fill=00000000 | rows=[210] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J211 | value='1861149796' | fill=00000000 | rows=[210] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K211 | value='1909234323' | fill=00000000 | rows=[210] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L211 | value='4834484832' | fill=00000000 | rows=[210] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M211 | value='3490204833' | fill=00000000 | rows=[210] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N211 | value='3344084953' | fill=00000000 | rows=[210] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O211 | value='2098270390' | fill=00000000 | rows=[210] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P211 | value='2958827399' | fill=00000000 | rows=[210] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q211 | value='2976134062' | fill=00000000 | rows=[210] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R211 | value='3748206586' | fill=00000000 | rows=[210] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S211 | value='2839338107' | fill=00000000 | rows=[210] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T211 | value='5574443070' | fill=00000000 | rows=[210] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U211 | value='5362253311' | fill=00000000 | rows=[210] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B212 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FFE2F2FB | rows=[211] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C212 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[211] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D212 | value='Refining or processing stage' | fill=FFE2F2FB | rows=[211] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E212 | value='·  Kerosene type jet fuel excl. biofuels' | fill=FFE2F2FB | rows=[211] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F212 | value='Total economy' | fill=FFE2F2FB | rows=[211] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B213 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FFE2F2FB | rows=[212] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C213 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[212] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D213 | value='Refining or processing stage' | fill=FFE2F2FB | rows=[212] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E213 | value='·  Kerosene type jet fuel excl. biofuels' | fill=FFE2F2FB | rows=[212] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F213 | value='·  General government' | fill=FFE2F2FB | rows=[212] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B214 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FFE2F2FB | rows=[213] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C214 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[213] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D214 | value='Refining or processing stage' | fill=FFE2F2FB | rows=[213] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E214 | value='·  Kerosene type jet fuel excl. biofuels' | fill=FFE2F2FB | rows=[213] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F214 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[213] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H214 | value='204514326' | fill=00000000 | rows=[213] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I214 | value='258302679' | fill=00000000 | rows=[213] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J214 | value='486202616' | fill=00000000 | rows=[213] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K214 | value='498764111' | fill=00000000 | rows=[213] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L214 | value='1262950021' | fill=00000000 | rows=[213] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M214 | value='911773316' | fill=00000000 | rows=[213] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N214 | value='873601285' | fill=00000000 | rows=[213] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O214 | value='548147471' | fill=00000000 | rows=[213] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P214 | value='772957462' | fill=00000000 | rows=[213] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q214 | value='777478616' | fill=00000000 | rows=[213] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R214 | value='979173118' | fill=00000000 | rows=[213] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S214 | value='741742346' | fill=00000000 | rows=[213] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T214 | value='840337879' | fill=00000000 | rows=[213] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U214 | value='1400823080' | fill=00000000 | rows=[213] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B215 | value='Government Grants to Fossil Fuel Extraction or Refining Companies - CHINA COAL ENERGY' | fill=FFE2F2FB | rows=[214] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C215 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[214] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D215 | value='Refining or processing stage' | fill=FFE2F2FB | rows=[214] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E215 | value='·  Gas/diesel oil excl. biofuels' | fill=FFE2F2FB | rows=[214] | cols=[4] | col_header=False | row_header=False | metadata=False
