=== food-table11.xlsx ===
Cell A1 | value='Per capita sales of food for all purchasers with taxes and tips, by State' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell F694 | value='1075.6' | fill=00000000 | rows=[693] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G694 | value='864.87' | fill=00000000 | rows=[693] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H694 | value='1940.47' | fill=00000000 | rows=[693] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A695 | value='2012' | fill=00000000 | rows=[694] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B695 | value='Missouri' | fill=00000000 | rows=[694] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C695 | value='2143.13' | fill=00000000 | rows=[694] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D695 | value='1747.22' | fill=00000000 | rows=[694] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E695 | value='3890.36' | fill=00000000 | rows=[694] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F695 | value='1111.09' | fill=00000000 | rows=[694] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G695 | value='876.74' | fill=00000000 | rows=[694] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H695 | value='1987.83' | fill=00000000 | rows=[694] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A696 | value='2013' | fill=00000000 | rows=[695] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B696 | value='Missouri' | fill=00000000 | rows=[695] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C696 | value='2187.47' | fill=00000000 | rows=[695] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D696 | value='1822.23' | fill=00000000 | rows=[695] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E696 | value='4009.7' | fill=00000000 | rows=[695] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F696 | value='1127.84' | fill=00000000 | rows=[695] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G696 | value='892.83' | fill=00000000 | rows=[695] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H696 | value='2020.67' | fill=00000000 | rows=[695] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A697 | value='2014' | fill=00000000 | rows=[696] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B697 | value='Missouri' | fill=00000000 | rows=[696] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C697 | value='2229.52' | fill=00000000 | rows=[696] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D697 | value='1940.24' | fill=00000000 | rows=[696] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E697 | value='4169.75' | fill=00000000 | rows=[696] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F697 | value='1121.67' | fill=00000000 | rows=[696] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G697 | value='925.08' | fill=00000000 | rows=[696] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H697 | value='2046.75' | fill=00000000 | rows=[696] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A698 | value='2015' | fill=00000000 | rows=[697] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B698 | value='Missouri' | fill=00000000 | rows=[697] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C698 | value='2232.54' | fill=00000000 | rows=[697] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D698 | value='2098.77' | fill=00000000 | rows=[697] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E698 | value='4331.32' | fill=00000000 | rows=[697] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F698 | value='1117.02' | fill=00000000 | rows=[697] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G698 | value='971' | fill=00000000 | rows=[697] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H698 | value='2088.02' | fill=00000000 | rows=[697] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A699 | value='2016' | fill=00000000 | rows=[698] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B699 | value='Missouri' | fill=00000000 | rows=[698] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C699 | value='2267.53' | fill=00000000 | rows=[698] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D699 | value='2212.6' | fill=00000000 | rows=[698] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E699 | value='4480.13' | fill=00000000 | rows=[698] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F699 | value='1149.81' | fill=00000000 | rows=[698] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G699 | value='998.13' | fill=00000000 | rows=[698] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H699 | value='2147.94' | fill=00000000 | rows=[698] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A700 | value='2017' | fill=00000000 | rows=[699] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B700 | value='Missouri' | fill=00000000 | rows=[699] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C700 | value='2403.74' | fill=00000000 | rows=[699] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D700 | value='2325.49' | fill=00000000 | rows=[699] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E700 | value='4729.24' | fill=00000000 | rows=[699] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F700 | value='1223.25' | fill=00000000 | rows=[699] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G700 | value='1031.81' | fill=00000000 | rows=[699] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H700 | value='2255.06' | fill=00000000 | rows=[699] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A701 | value='2018' | fill=00000000 | rows=[700] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B701 | value='Missouri' | fill=00000000 | rows=[700] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C701 | value='2448' | fill=00000000 | rows=[700] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D701 | value='2409.8' | fill=00000000 | rows=[700] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E701 | value='4857.8' | fill=00000000 | rows=[700] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F701 | value='1245.41' | fill=00000000 | rows=[700] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G701 | value='1044.25' | fill=00000000 | rows=[700] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H701 | value='2289.66' | fill=00000000 | rows=[700] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A702 | value='2019' | fill=00000000 | rows=[701] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B702 | value='Missouri' | fill=00000000 | rows=[701] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C702 | value='2453.29' | fill=00000000 | rows=[701] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D702 | value='2494.48' | fill=00000000 | rows=[701] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E702 | value='4947.77' | fill=00000000 | rows=[701] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F702 | value='1241.98' | fill=00000000 | rows=[701] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G702 | value='1052.82' | fill=00000000 | rows=[701] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H702 | value='2294.8' | fill=00000000 | rows=[701] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A703 | value='2020' | fill=00000000 | rows=[702] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B703 | value='Missouri' | fill=00000000 | rows=[702] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C703 | value='2521.15' | fill=00000000 | rows=[702] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D703 | value='2241.99' | fill=00000000 | rows=[702] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E703 | value='4763.14' | fill=00000000 | rows=[702] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F703 | value='1240.52' | fill=00000000 | rows=[702] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G703 | value='922.75' | fill=00000000 | rows=[702] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H703 | value='2163.28' | fill=00000000 | rows=[702] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A704 | value='2021' | fill=00000000 | rows=[703] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B704 | value='Missouri' | fill=00000000 | rows=[703] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C704 | value='2697.95' | fill=00000000 | rows=[703] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D704 | value='2779.39' | fill=00000000 | rows=[703] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E704 | value='5477.34' | fill=00000000 | rows=[703] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F704 | value='1283.5' | fill=00000000 | rows=[703] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G704 | value='1088.56' | fill=00000000 | rows=[703] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H704 | value='2372.06' | fill=00000000 | rows=[703] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A705 | value='2022' | fill=00000000 | rows=[704] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B705 | value='Missouri' | fill=00000000 | rows=[704] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C705 | value='2786.23' | fill=00000000 | rows=[704] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D705 | value='3058.69' | fill=00000000 | rows=[704] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E705 | value='5844.92' | fill=00000000 | rows=[704] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F705 | value='1174.49' | fill=00000000 | rows=[704] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G705 | value='1101.73' | fill=00000000 | rows=[704] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H705 | value='2276.23' | fill=00000000 | rows=[704] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A706 | value='2023' | fill=00000000 | rows=[705] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B706 | value='Missouri' | fill=00000000 | rows=[705] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C706 | value='2810.96' | fill=00000000 | rows=[705] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D706 | value='3278.2' | fill=00000000 | rows=[705] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E706 | value='6089.16' | fill=00000000 | rows=[705] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F706 | value='1126.17' | fill=00000000 | rows=[705] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G706 | value='1105.49' | fill=00000000 | rows=[705] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H706 | value='2231.66' | fill=00000000 | rows=[705] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A707 | value='1997' | fill=00000000 | rows=[706] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B707 | value='Montana' | fill=00000000 | rows=[706] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C707 | value='1557.04' | fill=00000000 | rows=[706] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D707 | value='974.32' | fill=00000000 | rows=[706] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E707 | value='2531.36' | fill=00000000 | rows=[706] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F707 | value='1113.27' | fill=00000000 | rows=[706] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G707 | value='760.41' | fill=00000000 | rows=[706] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H707 | value='1873.68' | fill=00000000 | rows=[706] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A708 | value='1998' | fill=00000000 | rows=[707] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B708 | value='Montana' | fill=00000000 | rows=[707] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C708 | value='1579.11' | fill=00000000 | rows=[707] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D708 | value='1001.37' | fill=00000000 | rows=[707] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E708 | value='2580.48' | fill=00000000 | rows=[707] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F708 | value='1095.4' | fill=00000000 | rows=[707] | cols=[5] | col_header=False | row_header=False | metadata=False
