=== economy-table26.xlsx ===
Cell B1 | value='Annual government non-financial accounts and key indicators (for 'Developer API')' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell K227 | value='39' | fill=00000000 | rows=[226] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N227 | value='39' | fill=00000000 | rows=[226] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q227 | value='38' | fill=00000000 | rows=[226] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B228 | value='·  ·  Rent' | fill=FFE2F2FB | rows=[227] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E228 | value='2289' | fill=00000000 | rows=[227] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F228 | value='84' | fill=00000000 | rows=[227] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H228 | value='2081' | fill=00000000 | rows=[227] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I228 | value='17' | fill=00000000 | rows=[227] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K228 | value='1742' | fill=00000000 | rows=[227] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L228 | value='12' | fill=00000000 | rows=[227] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N228 | value='2071' | fill=00000000 | rows=[227] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O228 | value='46' | fill=00000000 | rows=[227] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell Q228 | value='2362' | fill=00000000 | rows=[227] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R228 | value='46' | fill=00000000 | rows=[227] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B229 | value='·  ·  Property income other than interest' | fill=FFE2F2FB | rows=[228] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E229 | value='3237' | fill=00000000 | rows=[228] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F229 | value='84' | fill=00000000 | rows=[228] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H229 | value='2945' | fill=00000000 | rows=[228] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I229 | value='17' | fill=00000000 | rows=[228] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K229 | value='2595' | fill=00000000 | rows=[228] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L229 | value='12' | fill=00000000 | rows=[228] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N229 | value='3101' | fill=00000000 | rows=[228] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O229 | value='46' | fill=00000000 | rows=[228] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell Q229 | value='3341' | fill=00000000 | rows=[228] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R229 | value='46' | fill=00000000 | rows=[228] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B230 | value='·  Balance of primary incomes, net / National income, net' | fill=FFE2F2FB | rows=[229] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D230 | value='43643' | fill=00000000 | rows=[229] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G230 | value='35806' | fill=00000000 | rows=[229] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell J230 | value='40256' | fill=00000000 | rows=[229] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell M230 | value='46838' | fill=00000000 | rows=[229] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell P230 | value='47776' | fill=00000000 | rows=[229] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B231 | value='Secondary distribution of income account' | fill=FFE2F2FB | rows=[230] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B232 | value='·  Current taxes on income, wealth, etc.' | fill=FFE2F2FB | rows=[231] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E232 | value='23545' | fill=00000000 | rows=[231] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F232 | value='577' | fill=00000000 | rows=[231] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H232 | value='22538' | fill=00000000 | rows=[231] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I232 | value='472' | fill=00000000 | rows=[231] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K232 | value='23075' | fill=00000000 | rows=[231] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L232 | value='526' | fill=00000000 | rows=[231] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N232 | value='24169' | fill=00000000 | rows=[231] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O232 | value='571' | fill=00000000 | rows=[231] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell Q232 | value='25719' | fill=00000000 | rows=[231] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R232 | value='617' | fill=00000000 | rows=[231] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B233 | value='·  ·  Taxes on income' | fill=FFE2F2FB | rows=[232] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E233 | value='16842' | fill=00000000 | rows=[232] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H233 | value='16546' | fill=00000000 | rows=[232] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K233 | value='16807' | fill=00000000 | rows=[232] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N233 | value='17895' | fill=00000000 | rows=[232] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q233 | value='19241' | fill=00000000 | rows=[232] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B234 | value='·  ·  Other current taxes' | fill=FFE2F2FB | rows=[233] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E234 | value='6703' | fill=00000000 | rows=[233] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H234 | value='5992' | fill=00000000 | rows=[233] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K234 | value='6268' | fill=00000000 | rows=[233] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N234 | value='6275' | fill=00000000 | rows=[233] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q234 | value='6478' | fill=00000000 | rows=[233] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B235 | value='·  Taxes on income' | fill=FFE2F2FB | rows=[234] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E235 | value='16842' | fill=00000000 | rows=[234] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H235 | value='16546' | fill=00000000 | rows=[234] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K235 | value='16807' | fill=00000000 | rows=[234] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N235 | value='17895' | fill=00000000 | rows=[234] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q235 | value='19241' | fill=00000000 | rows=[234] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B236 | value='·  ·  Taxes on individual or household income including holding gains' | fill=FFE2F2FB | rows=[235] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E236 | value='16842' | fill=00000000 | rows=[235] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H236 | value='16546' | fill=00000000 | rows=[235] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K236 | value='16807' | fill=00000000 | rows=[235] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N236 | value='17894' | fill=00000000 | rows=[235] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q236 | value='19241' | fill=00000000 | rows=[235] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B237 | value='·  ·  Taxes on the income or profits of corporations including holding gains' | fill=FFE2F2FB | rows=[236] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E237 | value='0' | fill=00000000 | rows=[236] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H237 | value='0' | fill=00000000 | rows=[236] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K237 | value='0' | fill=00000000 | rows=[236] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N237 | value='1' | fill=00000000 | rows=[236] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q237 | value='0' | fill=00000000 | rows=[236] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B238 | value='·  Other current taxes' | fill=FFE2F2FB | rows=[237] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E238 | value='6703' | fill=00000000 | rows=[237] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H238 | value='5992' | fill=00000000 | rows=[237] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K238 | value='6268' | fill=00000000 | rows=[237] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N238 | value='6275' | fill=00000000 | rows=[237] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q238 | value='6478' | fill=00000000 | rows=[237] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B239 | value='·  Net social contributions' | fill=FFE2F2FB | rows=[238] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E239 | value='1292' | fill=00000000 | rows=[238] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H239 | value='1275' | fill=00000000 | rows=[238] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K239 | value='1405' | fill=00000000 | rows=[238] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N239 | value='1264' | fill=00000000 | rows=[238] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q239 | value='1224' | fill=00000000 | rows=[238] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B240 | value='·  Actual social contributions from employers and households' | fill=FFE2F2FB | rows=[239] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B241 | value='·  ·  Households' actual social contributions' | fill=FFE2F2FB | rows=[240] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E241 | value='31' | fill=00000000 | rows=[240] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H241 | value='54' | fill=00000000 | rows=[240] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K241 | value='52' | fill=00000000 | rows=[240] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N241 | value='50' | fill=00000000 | rows=[240] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q241 | value='50' | fill=00000000 | rows=[240] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B242 | value='·  Other current transfers, Total economy' | fill=FFE2F2FB | rows=[241] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B243 | value='·  ·  Other current transfers, General government' | fill=FFE2F2FB | rows=[242] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B244 | value='·  ·  ·  Other current transfers, Central government' | fill=FFE2F2FB | rows=[243] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F244 | value='7670' | fill=00000000 | rows=[243] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I244 | value='5629' | fill=00000000 | rows=[243] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L244 | value='7765' | fill=00000000 | rows=[243] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O244 | value='7202' | fill=00000000 | rows=[243] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R244 | value='7441' | fill=00000000 | rows=[243] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B245 | value='·  ·  ·  Other current transfers, Social security funds' | fill=FFE2F2FB | rows=[244] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F245 | value='5' | fill=00000000 | rows=[244] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I245 | value='25' | fill=00000000 | rows=[244] | cols=[8] | col_header=False | row_header=False | metadata=False
