=== economy-table28.xlsx ===
Cell B1 | value='Fossil Fuel Support - Netherlands' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell B150 | value='Energy tax reduction (fixed amount per electricity connection)' | fill=FFE2F2FB | rows=[149] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C150 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[149] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B151 | value='Energy tax reduction (fixed amount per electricity connection)' | fill=FFE2F2FB | rows=[150] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C151 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[150] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D151 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[150] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E151 | value='End-use electricity' | fill=FFE2F2FB | rows=[150] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F151 | value='Total economy' | fill=FFE2F2FB | rows=[150] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B152 | value='Energy tax reduction (fixed amount per electricity connection)' | fill=FFE2F2FB | rows=[151] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C152 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[151] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D152 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[151] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E152 | value='End-use electricity' | fill=FFE2F2FB | rows=[151] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F152 | value='·  General government' | fill=FFE2F2FB | rows=[151] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B153 | value='Energy tax reduction (fixed amount per electricity connection)' | fill=FFE2F2FB | rows=[152] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C153 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[152] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D153 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[152] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E153 | value='End-use electricity' | fill=FFE2F2FB | rows=[152] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F153 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[152] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H153 | value='..' | fill=00000000 | rows=[152] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I153 | value='..' | fill=00000000 | rows=[152] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J153 | value='..' | fill=00000000 | rows=[152] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K153 | value='..' | fill=00000000 | rows=[152] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L153 | value='..' | fill=00000000 | rows=[152] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M153 | value='..' | fill=00000000 | rows=[152] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N153 | value='..' | fill=00000000 | rows=[152] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O153 | value='..' | fill=00000000 | rows=[152] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P153 | value='..' | fill=00000000 | rows=[152] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q153 | value='1650389394' | fill=00000000 | rows=[152] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R153 | value='2540775164' | fill=00000000 | rows=[152] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S153 | value='2461095549' | fill=00000000 | rows=[152] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T153 | value='3276223817' | fill=00000000 | rows=[152] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U153 | value='2387939829' | fill=00000000 | rows=[152] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B154 | value='Degressive rate structure for natural gas energy tax' | fill=FFE2F2FB | rows=[153] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C154 | value='Total' | fill=FFE2F2FB | rows=[153] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B155 | value='Degressive rate structure for natural gas energy tax' | fill=FFE2F2FB | rows=[154] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C155 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[154] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B156 | value='Degressive rate structure for natural gas energy tax' | fill=FFE2F2FB | rows=[155] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C156 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[155] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D156 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[155] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E156 | value='Natural Gas' | fill=FFE2F2FB | rows=[155] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F156 | value='Total economy' | fill=FFE2F2FB | rows=[155] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B157 | value='Degressive rate structure for natural gas energy tax' | fill=FFE2F2FB | rows=[156] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C157 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[156] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D157 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[156] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E157 | value='Natural Gas' | fill=FFE2F2FB | rows=[156] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F157 | value='·  General government' | fill=FFE2F2FB | rows=[156] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B158 | value='Degressive rate structure for natural gas energy tax' | fill=FFE2F2FB | rows=[157] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C158 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[157] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D158 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[157] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E158 | value='Natural Gas' | fill=FFE2F2FB | rows=[157] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F158 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[157] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H158 | value='..' | fill=00000000 | rows=[157] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I158 | value='..' | fill=00000000 | rows=[157] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J158 | value='..' | fill=00000000 | rows=[157] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K158 | value='..' | fill=00000000 | rows=[157] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L158 | value='..' | fill=00000000 | rows=[157] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M158 | value='..' | fill=00000000 | rows=[157] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N158 | value='..' | fill=00000000 | rows=[157] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O158 | value='..' | fill=00000000 | rows=[157] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P158 | value='..' | fill=00000000 | rows=[157] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q158 | value='2326000000' | fill=00000000 | rows=[157] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R158 | value='2799000000' | fill=00000000 | rows=[157] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S158 | value='2958000000' | fill=00000000 | rows=[157] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T158 | value='2255000000' | fill=00000000 | rows=[157] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U158 | value='2387000000' | fill=00000000 | rows=[157] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B159 | value='Degressive rate structure for electricity energy tax' | fill=FFE2F2FB | rows=[158] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C159 | value='Total' | fill=FFE2F2FB | rows=[158] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B160 | value='Degressive rate structure for electricity energy tax' | fill=FFE2F2FB | rows=[159] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C160 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[159] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B161 | value='Degressive rate structure for electricity energy tax' | fill=FFE2F2FB | rows=[160] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C161 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[160] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D161 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[160] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E161 | value='End-use electricity' | fill=FFE2F2FB | rows=[160] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F161 | value='Total economy' | fill=FFE2F2FB | rows=[160] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B162 | value='Degressive rate structure for electricity energy tax' | fill=FFE2F2FB | rows=[161] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C162 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[161] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D162 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[161] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E162 | value='End-use electricity' | fill=FFE2F2FB | rows=[161] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F162 | value='·  General government' | fill=FFE2F2FB | rows=[161] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B163 | value='Degressive rate structure for electricity energy tax' | fill=FFE2F2FB | rows=[162] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C163 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[162] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D163 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[162] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E163 | value='End-use electricity' | fill=FFE2F2FB | rows=[162] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F163 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[162] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H163 | value='..' | fill=00000000 | rows=[162] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I163 | value='..' | fill=00000000 | rows=[162] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J163 | value='..' | fill=00000000 | rows=[162] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K163 | value='..' | fill=00000000 | rows=[162] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L163 | value='..' | fill=00000000 | rows=[162] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M163 | value='..' | fill=00000000 | rows=[162] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N163 | value='..' | fill=00000000 | rows=[162] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O163 | value='..' | fill=00000000 | rows=[162] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P163 | value='..' | fill=00000000 | rows=[162] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q163 | value='5237452323' | fill=00000000 | rows=[162] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R163 | value='4439168311' | fill=00000000 | rows=[162] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S163 | value='4121746951' | fill=00000000 | rows=[162] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T163 | value='1555494090' | fill=00000000 | rows=[162] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U163 | value='3779337840' | fill=00000000 | rows=[162] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B164 | value='Reduced rate in regular motor vehicle tax (motorrijtuigenbelasting, MRB) for van entrepreneurs' | fill=FFE2F2FB | rows=[163] | cols=[1] | col_header=False | row_header=False | metadata=False
