=== economy-table24.xlsx ===
Cell B1 | value='Africa's Development Dynamics (AfDD) - all tables, all indicators' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell Y67 | value='50.352086681' | fill=00000000 | rows=[66] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z67 | value='84.453413273' | fill=00000000 | rows=[66] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA67 | value='23.020650542' | fill=00000000 | rows=[66] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB67 | value='84.00565' | fill=00000000 | rows=[66] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC67 | value='92.08284' | fill=00000000 | rows=[66] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD67 | value='87.89144' | fill=00000000 | rows=[66] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE67 | value='0.91228' | fill=00000000 | rows=[66] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF67 | value='55.0515' | fill=00000000 | rows=[66] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG67 | value='79.99169' | fill=00000000 | rows=[66] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH67 | value='66.53708' | fill=00000000 | rows=[66] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI67 | value='0.68822' | fill=00000000 | rows=[66] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ67 | value='56.137' | fill=00000000 | rows=[66] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK67 | value='59.72' | fill=00000000 | rows=[66] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL67 | value='57.934' | fill=00000000 | rows=[66] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM67 | value='57.579342281' | fill=00000000 | rows=[66] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN67 | value='2090.558' | fill=00000000 | rows=[66] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO67 | value='68.590246249' | fill=00000000 | rows=[66] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP67 | value='738.251' | fill=00000000 | rows=[66] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ67 | value='24.221675688' | fill=00000000 | rows=[66] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR67 | value='127.342' | fill=00000000 | rows=[66] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS67 | value='4.1780324381' | fill=00000000 | rows=[66] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT67 | value='627.486' | fill=00000000 | rows=[66] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU67 | value='20.587526994' | fill=00000000 | rows=[66] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV67 | value='1463.072' | fill=00000000 | rows=[66] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW67 | value='48.002719255' | fill=00000000 | rows=[66] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX67 | value='95.9' | fill=00000000 | rows=[66] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY67 | value='83.6' | fill=00000000 | rows=[66] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ67 | value='90.1' | fill=00000000 | rows=[66] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA67 | value='1.1515714909' | fill=00000000 | rows=[66] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB67 | value='41.269086228' | fill=00000000 | rows=[66] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell B68 | value='Africa' | fill=FFE2F2FB | rows=[67] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D68 | value='1458571.408' | fill=00000000 | rows=[67] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E68 | value='2868035.1489' | fill=00000000 | rows=[67] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F68 | value='8986454.7414' | fill=00000000 | rows=[67] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G68 | value='6338.5652151' | fill=00000000 | rows=[67] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H68 | value='3.1713038645' | fill=00000000 | rows=[67] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I68 | value='8.5002678196' | fill=00000000 | rows=[67] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J68 | value='40.791304348' | fill=00000000 | rows=[67] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K68 | value='29.036956522' | fill=00000000 | rows=[67] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L68 | value='0.5589811321' | fill=00000000 | rows=[67] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M68 | value='0.3945416667' | fill=00000000 | rows=[67] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N68 | value='52.253290678' | fill=00000000 | rows=[67] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O68 | value='1458571.408' | fill=00000000 | rows=[67] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P68 | value='655762.64884' | fill=00000000 | rows=[67] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q68 | value='802808.75916' | fill=00000000 | rows=[67] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R68 | value='91199.11832' | fill=00000000 | rows=[67] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S68 | value='151' | fill=00000000 | rows=[67] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T68 | value='250250.3328' | fill=00000000 | rows=[67] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U68 | value='76' | fill=00000000 | rows=[67] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V68 | value='6.400138143' | fill=00000000 | rows=[67] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W68 | value='67.790209727' | fill=00000000 | rows=[67] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X68 | value='74.19034787' | fill=00000000 | rows=[67] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y68 | value='52.253290678' | fill=00000000 | rows=[67] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z68 | value='74.16347637' | fill=00000000 | rows=[67] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA68 | value='34.356274432' | fill=00000000 | rows=[67] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB68 | value='75.583132041' | fill=00000000 | rows=[67] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC68 | value='81.111857551' | fill=00000000 | rows=[67] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD68 | value='78.208320204' | fill=00000000 | rows=[67] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE68 | value='0.9142412245' | fill=00000000 | rows=[67] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF68 | value='60.641756531' | fill=00000000 | rows=[67] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG68 | value='73.72537449' | fill=00000000 | rows=[67] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH68 | value='66.965553673' | fill=00000000 | rows=[67] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI68 | value='0.7933238776' | fill=00000000 | rows=[67] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ68 | value='54.59780215' | fill=00000000 | rows=[67] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK68 | value='72.443718547' | fill=00000000 | rows=[67] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL68 | value='63.167827303' | fill=00000000 | rows=[67] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM68 | value='72.337391579' | fill=00000000 | rows=[67] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN68 | value='348159.857' | fill=00000000 | rows=[67] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO68 | value='67.765616729' | fill=00000000 | rows=[67] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP68 | value='137732.633' | fill=00000000 | rows=[67] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ68 | value='26.80819351' | fill=00000000 | rows=[67] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR68 | value='12053.898' | fill=00000000 | rows=[67] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS68 | value='2.3461631648' | fill=00000000 | rows=[67] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT68 | value='267787.141' | fill=00000000 | rows=[67] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU68 | value='52.121921575' | fill=00000000 | rows=[67] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV68 | value='80372.716' | fill=00000000 | rows=[67] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW68 | value='15.643695154' | fill=00000000 | rows=[67] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX68 | value='83.92195122' | fill=00000000 | rows=[67] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY68 | value='79.914634146' | fill=00000000 | rows=[67] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ68 | value='81.897560976' | fill=00000000 | rows=[67] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA68 | value='4.1172119202' | fill=00000000 | rows=[67] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB68 | value='23.545398149' | fill=00000000 | rows=[67] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell B69 | value='World outside Africa' | fill=FFE2F2FB | rows=[68] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D69 | value='6539284.008' | fill=00000000 | rows=[68] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E69 | value='100599303.35' | fill=00000000 | rows=[68] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F69 | value='164344999.54' | fill=00000000 | rows=[68] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G69 | value='25552.098988' | fill=00000000 | rows=[68] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H69 | value='3.2172392147' | fill=00000000 | rows=[68] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I69 | value='6.8028012021' | fill=00000000 | rows=[68] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J69 | value='34.550515464' | fill=00000000 | rows=[68] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K69 | value='2.1649484536' | fill=00000000 | rows=[68] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L69 | value='0.7818897059' | fill=00000000 | rows=[68] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M69 | value='0.6823211009' | fill=00000000 | rows=[68] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N69 | value='96.159863855' | fill=00000000 | rows=[68] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O69 | value='6539284.008' | fill=00000000 | rows=[68] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P69 | value='3918568.8313' | fill=00000000 | rows=[68] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q69 | value='2620715.1767' | fill=00000000 | rows=[68] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R69 | value='601124.23004' | fill=00000000 | rows=[68] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S69 | value='1089' | fill=00000000 | rows=[68] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T69 | value='1758950.7613' | fill=00000000 | rows=[68] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U69 | value='534' | fill=00000000 | rows=[68] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V69 | value='18.477569231' | fill=00000000 | rows=[68] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W69 | value='34.234345462' | fill=00000000 | rows=[68] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X69 | value='52.711914693' | fill=00000000 | rows=[68] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y69 | value='96.159863855' | fill=00000000 | rows=[68] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z69 | value='95.720346138' | fill=00000000 | rows=[68] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA69 | value='96.809880254' | fill=00000000 | rows=[68] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB69 | value='96.961497711' | fill=00000000 | rows=[68] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC69 | value='97.255994217' | fill=00000000 | rows=[68] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD69 | value='97.093525181' | fill=00000000 | rows=[68] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE69 | value='0.9951903614' | fill=00000000 | rows=[68] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF69 | value='91.003912738' | fill=00000000 | rows=[68] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG69 | value='93.890410595' | fill=00000000 | rows=[68] | cols=[32] | col_header=False | row_header=False | metadata=False
